"dia","dieta","n","mean","sd","sem","freq","signif"
22,"Dbp7pMm",8,34.6898233125,20.2821809183259,7.17083383230034,782.639492349854,0
22,"Dbp7pMr",8,35.079486625,28.2882046717116,10.0013906754801,788.959500565444,0
22,"Dp23p",8,22.6900047375,22.3810690220241,7.91290283783869,588.01261949128,0
23,"Dbp7p",8,19.42246088375,18.5057967775926,6.54278719634794,535.015831397455,0
23,"Dbp7pMb",8,23.599624875,9.39098291604788,3.32021385097224,602.76588611313,0
23,"Dbp7pMm",8,35.2850614125,19.8221951148134,7.0082042918437,792.293749144255,0
23,"Dbp7pMr",8,35.6476684375,27.9438748998053,9.87965171714045,798.174927339677,0
23,"Dp23p",8,24.042343925,21.6914301940142,7.66907869191105,609.946413361761,0
24,"Dbp7p",8,20.7020778225,21.9084717807557,7.74581448080322,555.770132113687,0
24,"Dbp7pMb",8,25.5143074125,8.94558332799521,3.16274131644737,633.820411851287,0
24,"Dbp7pMm",8,37.874347125,22.5072860041303,7.95752727981281,834.289765834971,0
24,"Dbp7pMr",8,38.2991835875,31.9351069600134,11.2907653446716,841.180252691576,0
24,"Dp23p",8,27.26190577375,20.608443941837,7.28618523048788,662.164974057541,0
25,"Dbp7p",8,19.6996896975,19.435960423014,6.87164970699328,539.512247468183,0
25,"Dbp7pMb",8,25.5602633,10.7962005659819,3.81703331562793,634.565777343078,0
25,"Dbp7pMm",8,37.874347125,22.5072860041303,7.95752727981281,834.289765834971,0
25,"Dbp7pMr",8,38.2744800375,31.9335748981437,11.290223679003,840.779582076853,0
25,"Dp23p",8,26.60401103625,20.9166875961476,7.39516581959824,651.494479780528,0
26,"Dbp7p",8,23.03551450125,20.734834871482,7.33087117220412,593.616494619931,0
26,"Dbp7pMb",8,26.839035675,10.6851673603877,3.77777714932166,655.306379952079,0
26,"Dbp7pMm",8,39.013063475,21.3207766661443,7.53803288039726,852.758778586144,0
26,"Dbp7pMr",8,40.6926348,33.0410423882793,11.6817725651122,880,0
26,"Dp23p",8,27.23429484625,21.1226510966636,7.46798491354414,661.717148247304,0
27,"Dbp7p",8,21.9638595175,17.8876972480866,6.32425601196698,576.235160313335,0
27,"Dbp7pMb",8,26.682785675,9.29803656173839,3.28735235226283,652.772137563823,0
27,"Dbp7pMm",8,40.3377917375,21.0345018766715,7.43681945793777,874.244746686936,0
27,"Dbp7pMr",8,39.34266185,31.1056933174853,10.9975233391515,858.104584493506,0
27,"Dp23p",8,25.62748884875,23.6601435381911,8.365123969851,635.656118688461,0
